"Heat capacity at constant pressure per unit volume, J/K/m<SUP>3</SUP>","Heat capacity at constant pressure, J/K/mol","Heat capacity at constant pressure<SUP>*</SUP>, J/K/mol","Pressure, kPa","Temperature, K",salt_name
,79.65,,101.325,44.84,1-ethyl-3-methylimidazolium ethyl sulfate
,83.58,,101.325,46.95,1-ethyl-3-methylimidazolium ethyl sulfate
,87.43,,101.325,49.06,1-ethyl-3-methylimidazolium ethyl sulfate
,91.07,,101.325,51.17,1-ethyl-3-methylimidazolium ethyl sulfate
,94.63,,101.325,53.29,1-ethyl-3-methylimidazolium ethyl sulfate
,98.01,,101.325,55.41,1-ethyl-3-methylimidazolium ethyl sulfate
,101.3,,101.325,57.53,1-ethyl-3-methylimidazolium ethyl sulfate
,104.5,,101.325,59.66,1-ethyl-3-methylimidazolium ethyl sulfate
,107.7,,101.325,61.79,1-ethyl-3-methylimidazolium ethyl sulfate
,110.7,,101.325,63.92,1-ethyl-3-methylimidazolium ethyl sulfate
,113.7,,101.325,66.06,1-ethyl-3-methylimidazolium ethyl sulfate
,116.6,,101.325,68.21,1-ethyl-3-methylimidazolium ethyl sulfate
,119.5,,101.325,70.35,1-ethyl-3-methylimidazolium ethyl sulfate
,122.4,,101.325,72.59,1-ethyl-3-methylimidazolium ethyl sulfate
,125.3,,101.325,74.94,1-ethyl-3-methylimidazolium ethyl sulfate
,128.3,,101.325,77.3,1-ethyl-3-methylimidazolium ethyl sulfate
,131.2,,101.325,79.66,1-ethyl-3-methylimidazolium ethyl sulfate
,132.1,,101.325,80.4,1-ethyl-3-methylimidazolium ethyl sulfate
,133.9,,101.325,82.02,1-ethyl-3-methylimidazolium ethyl sulfate
,134.2,,101.325,82.22,1-ethyl-3-methylimidazolium ethyl sulfate
,136.2,,101.325,84.05,1-ethyl-3-methylimidazolium ethyl sulfate
,136.7,,101.325,84.39,1-ethyl-3-methylimidazolium ethyl sulfate
,138.3,,101.325,85.88,1-ethyl-3-methylimidazolium ethyl sulfate
,140.4,,101.325,87.71,1-ethyl-3-methylimidazolium ethyl sulfate
,142.4,,101.325,89.54,1-ethyl-3-methylimidazolium ethyl sulfate
,144.4,,101.325,91.38,1-ethyl-3-methylimidazolium ethyl sulfate
,146.5,,101.325,93.22,1-ethyl-3-methylimidazolium ethyl sulfate
,148.5,,101.325,95.06,1-ethyl-3-methylimidazolium ethyl sulfate
,150.4,,101.325,96.91,1-ethyl-3-methylimidazolium ethyl sulfate
,152.4,,101.325,98.76,1-ethyl-3-methylimidazolium ethyl sulfate
,154.3,,101.325,100.61,1-ethyl-3-methylimidazolium ethyl sulfate
,156.2,,101.325,102.46,1-ethyl-3-methylimidazolium ethyl sulfate
,158,,101.325,104.31,1-ethyl-3-methylimidazolium ethyl sulfate
,159.9,,101.325,106.16,1-ethyl-3-methylimidazolium ethyl sulfate
,161.9,,101.325,108.05,1-ethyl-3-methylimidazolium ethyl sulfate
,163.7,,101.325,109.91,1-ethyl-3-methylimidazolium ethyl sulfate
,165.5,,101.325,111.77,1-ethyl-3-methylimidazolium ethyl sulfate
,167.3,,101.325,113.63,1-ethyl-3-methylimidazolium ethyl sulfate
,169.2,,101.325,115.49,1-ethyl-3-methylimidazolium ethyl sulfate
,171,,101.325,117.36,1-ethyl-3-methylimidazolium ethyl sulfate
,172.8,,101.325,119.23,1-ethyl-3-methylimidazolium ethyl sulfate
,174.6,,101.325,121.1,1-ethyl-3-methylimidazolium ethyl sulfate
,176.4,,101.325,122.98,1-ethyl-3-methylimidazolium ethyl sulfate
,177.8,,101.325,124.42,1-ethyl-3-methylimidazolium ethyl sulfate
,178.2,,101.325,124.85,1-ethyl-3-methylimidazolium ethyl sulfate
,179.7,,101.325,126.41,1-ethyl-3-methylimidazolium ethyl sulfate
,180,,101.325,126.73,1-ethyl-3-methylimidazolium ethyl sulfate
,181.4,,101.325,128.28,1-ethyl-3-methylimidazolium ethyl sulfate
,181.8,,101.325,128.61,1-ethyl-3-methylimidazolium ethyl sulfate
,183.3,,101.325,130.16,1-ethyl-3-methylimidazolium ethyl sulfate
,183.6,,101.325,130.5,1-ethyl-3-methylimidazolium ethyl sulfate
,185.1,,101.325,132.03,1-ethyl-3-methylimidazolium ethyl sulfate
,185.4,,101.325,132.38,1-ethyl-3-methylimidazolium ethyl sulfate
,186.9,,101.325,133.91,1-ethyl-3-methylimidazolium ethyl sulfate
,187.2,,101.325,134.27,1-ethyl-3-methylimidazolium ethyl sulfate
,188.7,,101.325,135.79,1-ethyl-3-methylimidazolium ethyl sulfate
,189.1,,101.325,136.16,1-ethyl-3-methylimidazolium ethyl sulfate
,190.6,,101.325,137.67,1-ethyl-3-methylimidazolium ethyl sulfate
,190.9,,101.325,138.05,1-ethyl-3-methylimidazolium ethyl sulfate
,192.4,,101.325,139.55,1-ethyl-3-methylimidazolium ethyl sulfate
,192.7,,101.325,139.95,1-ethyl-3-methylimidazolium ethyl sulfate
,194.2,,101.325,141.43,1-ethyl-3-methylimidazolium ethyl sulfate
,194.5,,101.325,141.84,1-ethyl-3-methylimidazolium ethyl sulfate
,196,,101.325,143.31,1-ethyl-3-methylimidazolium ethyl sulfate
,196.4,,101.325,143.74,1-ethyl-3-methylimidazolium ethyl sulfate
,197.9,,101.325,145.19,1-ethyl-3-methylimidazolium ethyl sulfate
,198.2,,101.325,145.64,1-ethyl-3-methylimidazolium ethyl sulfate
,199.7,,101.325,147.07,1-ethyl-3-methylimidazolium ethyl sulfate
,200.1,,101.325,147.53,1-ethyl-3-methylimidazolium ethyl sulfate
,201.6,,101.325,148.95,1-ethyl-3-methylimidazolium ethyl sulfate
,202,,101.325,149.43,1-ethyl-3-methylimidazolium ethyl sulfate
,203.5,,101.325,150.83,1-ethyl-3-methylimidazolium ethyl sulfate
,203.9,,101.325,151.33,1-ethyl-3-methylimidazolium ethyl sulfate
,205.3,,101.325,152.71,1-ethyl-3-methylimidazolium ethyl sulfate
,205.8,,101.325,153.23,1-ethyl-3-methylimidazolium ethyl sulfate
,207.2,,101.325,154.59,1-ethyl-3-methylimidazolium ethyl sulfate
,207.8,,101.325,155.13,1-ethyl-3-methylimidazolium ethyl sulfate
,207.7,,101.325,155.16,1-ethyl-3-methylimidazolium ethyl sulfate
,209.1,,101.325,156.47,1-ethyl-3-methylimidazolium ethyl sulfate
,209.7,,101.325,157.04,1-ethyl-3-methylimidazolium ethyl sulfate
,209.9,,101.325,157.27,1-ethyl-3-methylimidazolium ethyl sulfate
,211.1,,101.325,158.34,1-ethyl-3-methylimidazolium ethyl sulfate
,211.7,,101.325,158.94,1-ethyl-3-methylimidazolium ethyl sulfate
,212,,101.325,159.27,1-ethyl-3-methylimidazolium ethyl sulfate
,213.1,,101.325,160.22,1-ethyl-3-methylimidazolium ethyl sulfate
,213.8,,101.325,160.84,1-ethyl-3-methylimidazolium ethyl sulfate
,214.3,,101.325,161.27,1-ethyl-3-methylimidazolium ethyl sulfate
,215,,101.325,162.09,1-ethyl-3-methylimidazolium ethyl sulfate
,215.8,,101.325,162.75,1-ethyl-3-methylimidazolium ethyl sulfate
,216.4,,101.325,163.26,1-ethyl-3-methylimidazolium ethyl sulfate
,217.2,,101.325,163.96,1-ethyl-3-methylimidazolium ethyl sulfate
,217.8,,101.325,164.67,1-ethyl-3-methylimidazolium ethyl sulfate
,218.6,,101.325,165.26,1-ethyl-3-methylimidazolium ethyl sulfate
,219.3,,101.325,165.83,1-ethyl-3-methylimidazolium ethyl sulfate
,220.1,,101.325,166.58,1-ethyl-3-methylimidazolium ethyl sulfate
,221,,101.325,167.25,1-ethyl-3-methylimidazolium ethyl sulfate
,221.5,,101.325,167.7,1-ethyl-3-methylimidazolium ethyl sulfate
,222.3,,101.325,168.51,1-ethyl-3-methylimidazolium ethyl sulfate
,223.4,,101.325,169.24,1-ethyl-3-methylimidazolium ethyl sulfate
,223.8,,101.325,169.57,1-ethyl-3-methylimidazolium ethyl sulfate
,224.8,,101.325,170.43,1-ethyl-3-methylimidazolium ethyl sulfate
,226.2,,101.325,171.36,1-ethyl-3-methylimidazolium ethyl sulfate
,226.5,,101.325,171.44,1-ethyl-3-methylimidazolium ethyl sulfate
,227.7,,101.325,172.36,1-ethyl-3-methylimidazolium ethyl sulfate
,229.1,,101.325,173.31,1-ethyl-3-methylimidazolium ethyl sulfate
,229.3,,101.325,173.44,1-ethyl-3-methylimidazolium ethyl sulfate
,230.5,,101.325,174.29,1-ethyl-3-methylimidazolium ethyl sulfate
,232,,101.325,175.18,1-ethyl-3-methylimidazolium ethyl sulfate
,232.4,,101.325,175.43,1-ethyl-3-methylimidazolium ethyl sulfate
,233.7,,101.325,176.22,1-ethyl-3-methylimidazolium ethyl sulfate
,235.4,,101.325,177.04,1-ethyl-3-methylimidazolium ethyl sulfate
,236.3,,101.325,177.41,1-ethyl-3-methylimidazolium ethyl sulfate
,237.7,,101.325,178.16,1-ethyl-3-methylimidazolium ethyl sulfate
,239.4,,101.325,178.9,1-ethyl-3-methylimidazolium ethyl sulfate
,240.8,,101.325,179.39,1-ethyl-3-methylimidazolium ethyl sulfate
,242.9,,101.325,180.1,1-ethyl-3-methylimidazolium ethyl sulfate
,245,,101.325,180.75,1-ethyl-3-methylimidazolium ethyl sulfate
,247.6,,101.325,181.34,1-ethyl-3-methylimidazolium ethyl sulfate
,250.7,,101.325,182.03,1-ethyl-3-methylimidazolium ethyl sulfate
,253.8,,101.325,182.57,1-ethyl-3-methylimidazolium ethyl sulfate
,259.2,,101.325,183.25,1-ethyl-3-methylimidazolium ethyl sulfate
,266.1,,101.325,183.91,1-ethyl-3-methylimidazolium ethyl sulfate
,269.6,,101.325,184.33,1-ethyl-3-methylimidazolium ethyl sulfate
,589,,101.325,196,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,593,,101.325,196,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,590,,101.325,198,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,599,,101.325,198,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,590,,101.325,200,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,606,,101.325,200,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,607,,101.325,206,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,603,,101.325,208,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,606,,101.325,210,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,616,,101.325,212,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,609,,101.325,214,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,606,,101.325,216,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,607,,101.325,218,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,606,,101.325,220,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,606,,101.325,222,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,611,,101.325,224,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,615,,101.325,226,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,613,,101.325,228,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,616,,101.325,256,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,617,,101.325,258,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,618,,101.325,258,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,616,,101.325,260,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,617,,101.325,260,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,622,,101.325,260,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,618,,101.325,262,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,619,,101.325,262,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,625,,101.325,262,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,623,,101.325,264,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,625,,101.325,264,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,624,,101.325,266,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,625,,101.325,266,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,625,,101.325,266,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,624,,101.325,268,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,624,,101.325,268,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,626,,101.325,268,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,623,,101.325,270,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,624,,101.325,270,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,626,,101.325,270,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,623,,101.325,272,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,625,,101.325,272,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,626,,101.325,272,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,623,,101.325,274,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,625,,101.325,274,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,626,,101.325,274,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,624,,101.325,276,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,626,,101.325,276,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,626,,101.325,276,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,625,,101.325,278,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,627,,101.325,278,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,627,,101.325,278,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,627,,101.325,280,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,628,,101.325,280,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,628,,101.325,280,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,628,,101.325,282,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,629,,101.325,282,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,629,,101.325,282,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,629,,101.325,284,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,630,,101.325,284,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,630,,101.325,284,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,630,,101.325,286,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,632,,101.325,286,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,632,,101.325,286,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,631,,101.325,288,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,632,,101.325,288,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,634,,101.325,288,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,630,,101.325,290,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,633,,101.325,290,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,634,,101.325,290,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,634,,101.325,290,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,631,,101.325,292,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,633,,101.325,292,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,634,,101.325,292,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,635,,101.325,292,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,635,,101.325,292,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,632,,101.325,294,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,633,,101.325,294,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,636,,101.325,294,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,637,,101.325,294,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,638,,101.325,294,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,633,,101.325,296,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,634,,101.325,296,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,638,,101.325,296,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,639,,101.325,296,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,639,,101.325,296,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,635,,101.325,298,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,636,,101.325,298,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,639,,101.325,298,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,640,,101.325,298,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,641,,101.325,298,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,638,,101.325,300,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,639,,101.325,300,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,641,,101.325,300,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,642,,101.325,300,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,642,,101.325,300,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,644,,101.325,305,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,645,,101.325,305,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,645,,101.325,305,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,647,,101.325,305,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,647,,101.325,305,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,648,,101.325,310,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,649,,101.325,310,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,649,,101.325,310,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,651,,101.325,310,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,651,,101.325,310,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,654,,101.325,315,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,654,,101.325,315,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,655,,101.325,315,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,656,,101.325,315,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,656,,101.325,315,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,660,,101.325,320,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,661,,101.325,320,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,661,,101.325,320,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,662,,101.325,320,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,662,,101.325,320,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,666,,101.325,325,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,666,,101.325,325,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,666,,101.325,325,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,667,,101.325,325,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,668,,101.325,325,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,670,,101.325,330,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,670,,101.325,330,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,672,,101.325,330,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,672,,101.325,330,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,674,,101.325,330,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,675,,101.325,335,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,675,,101.325,335,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,677,,101.325,335,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,678,,101.325,335,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,680,,101.325,335,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,679,,101.325,340,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,679,,101.325,340,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,682,,101.325,340,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,683,,101.325,340,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,686,,101.325,340,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,683,,101.325,345,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,684,,101.325,345,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,685,,101.325,345,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,688,,101.325,345,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,691,,101.325,345,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,688,,101.325,350,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,689,,101.325,350,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,690,,101.325,350,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,693,,101.325,350,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,696,,101.325,350,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,692,,101.325,355,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,694,,101.325,355,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,695,,101.325,355,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,698,,101.325,355,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,702,,101.325,355,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,696,,101.325,360,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,698,,101.325,360,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,699,,101.325,360,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,702,,101.325,360,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,707,,101.325,360,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,699,,101.325,365,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,703,,101.325,365,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,703,,101.325,365,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,707,,101.325,365,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,712,,101.325,365,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,703,,101.325,370,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,706,,101.325,370,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,707,,101.325,370,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,712,,101.325,370,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,716,,101.325,370,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
