"Electrical conductivity, S/m","Frequency, MHz","Pressure, kPa","Temperature, K",salt_name
0.757,,101.325,343.15,1-butyl-3-methylimidazolium methyl sulfate
0.301,,101.325,298.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
0.378,,101.325,303.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
0.553,,101.325,313.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
0.763,,101.325,323.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
1.01,,101.325,333.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
1.29,,101.325,343.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
0.602,,101.325,298.15,1-ethyl-3-methylimidazolium methylsulfate
0.723,,101.325,303.15,1-ethyl-3-methylimidazolium methylsulfate
1.019,,101.325,313.15,1-ethyl-3-methylimidazolium methylsulfate
1.389,,101.325,323.15,1-ethyl-3-methylimidazolium methylsulfate
1.839,,101.325,333.15,1-ethyl-3-methylimidazolium methylsulfate
2.336,,101.325,343.15,1-ethyl-3-methylimidazolium methylsulfate
0.38,,101,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
0.468,,101,303.15,1-ethyl-3-methylimidazolium ethyl sulfate
0.566,,101,308.15,1-ethyl-3-methylimidazolium ethyl sulfate
0.675,,101,313.15,1-ethyl-3-methylimidazolium ethyl sulfate
0.856,,101,318.15,1-ethyl-3-methylimidazolium ethyl sulfate
1.0005,,101,323.15,1-ethyl-3-methylimidazolium ethyl sulfate
0.295,,101,298.15,1-ethyl-3-methylimidazolium acetate
0.383,,101,303.15,1-ethyl-3-methylimidazolium acetate
0.483,,101,308.15,1-ethyl-3-methylimidazolium acetate
0.6,,101,313.15,1-ethyl-3-methylimidazolium acetate
0.819,,101,318.15,1-ethyl-3-methylimidazolium acetate
0.984,,101,323.15,1-ethyl-3-methylimidazolium acetate
0.2875,,101,298.15,1-ethyl-3-methylimidazolium acetate
0.3736,,101,303.15,1-ethyl-3-methylimidazolium acetate
0.473,,101,308.15,1-ethyl-3-methylimidazolium acetate
0.587,,101,313.15,1-ethyl-3-methylimidazolium acetate
0.76,,101,318.15,1-ethyl-3-methylimidazolium acetate
0.918,,101,323.15,1-ethyl-3-methylimidazolium acetate
0.719,,101.325,313.15,1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide
0.83,,101.325,318.15,1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide
0.955,,101.325,323.15,1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide
1.083,,101.325,328.15,1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide
1.223,,101.325,333.15,1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide
1.365,,101.325,338.15,1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide
0.383,0.01,100,273.15,1-butyl-3-methylimidazolium dicyanamide
0.636,0.01,100,283.15,1-butyl-3-methylimidazolium dicyanamide
0.972,0.01,100,293.15,1-butyl-3-methylimidazolium dicyanamide
1.171,0.01,100,298.15,1-butyl-3-methylimidazolium dicyanamide
1.39,0.01,100,303.15,1-butyl-3-methylimidazolium dicyanamide
1.886,0.01,100,313.15,1-butyl-3-methylimidazolium dicyanamide
2.459,0.01,100,323.15,1-butyl-3-methylimidazolium dicyanamide
0.0182,,101.325,293.15,1-butyl-3-methylimidazolium salicylate
0.0281,,101.325,298.15,1-butyl-3-methylimidazolium salicylate
0.0447,,101.325,303.15,1-butyl-3-methylimidazolium salicylate
0.0692,,101.325,308.15,1-butyl-3-methylimidazolium salicylate
0.0965,,101.325,313.15,1-butyl-3-methylimidazolium salicylate
0.156,,101.325,318.15,1-butyl-3-methylimidazolium salicylate
0.2198,,101.325,323.15,1-butyl-3-methylimidazolium salicylate
0.337,,101.325,293.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.4,,101.325,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.472,,101.325,303.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.552,,101.325,308.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.64,,101.325,313.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.733,,101.325,318.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.835,,101.325,323.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1e-06,,101.325,253.1,1-decyl-3-methylimidazolium tetrafluoroborate
1e-06,,101.325,258.1,1-decyl-3-methylimidazolium tetrafluoroborate
3e-06,,101.325,258.1,1-decyl-3-methylimidazolium tetrafluoroborate
1e-06,,101.325,263.1,1-decyl-3-methylimidazolium tetrafluoroborate
3e-06,,101.325,268.1,1-decyl-3-methylimidazolium tetrafluoroborate
4.1e-05,,101.325,273.1,1-decyl-3-methylimidazolium tetrafluoroborate
0.000306,,101.325,278.1,1-decyl-3-methylimidazolium tetrafluoroborate
0.0915,,101.325,293.15,1-ethyl-3-methylpyridinium perfluoropentanoate
0.12,,101.325,298.15,1-ethyl-3-methylpyridinium perfluoropentanoate
0.155,,101.325,303.15,1-ethyl-3-methylpyridinium perfluoropentanoate
0.194,,101.325,308.15,1-ethyl-3-methylpyridinium perfluoropentanoate
0.239,,101.325,313.15,1-ethyl-3-methylpyridinium perfluoropentanoate
0.289,,101.325,318.15,1-ethyl-3-methylpyridinium perfluoropentanoate
0.355,,101.325,323.15,1-ethyl-3-methylpyridinium perfluoropentanoate
0.0098,,101.325,293.15,1-butyl-3-methylimidazolium taurate
0.0161,,101.325,298.15,1-butyl-3-methylimidazolium taurate
0.0257,,101.325,303.15,1-butyl-3-methylimidazolium taurate
0.0356,,101.325,308.15,1-butyl-3-methylimidazolium taurate
0.0518,,101.325,313.15,1-butyl-3-methylimidazolium taurate
0.0697,,101.325,318.15,1-butyl-3-methylimidazolium taurate
0.0922,,101.325,323.15,1-butyl-3-methylimidazolium taurate
0.75,,101.325,293.15,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide"
0.9,,101.325,298.15,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide"
1.1,,101.325,303.15,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide"
1.4,,101.325,313.15,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide"
2.2,,101.325,333.15,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide"
3.2,,101.325,353.15,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide"
4.3,,101.325,373,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide"
0.309,0.005,100,293.15,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
0.383,0.005,100,298.15,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
0.468,0.005,100,303.15,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
0.567,0.005,100,308.15,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
0.67,0.005,100,313.15,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
0.783,0.005,100,318.15,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
0.92,0.005,100,323.15,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
0.196,0.005,100,293.15,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
0.265,0.005,100,298.15,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
0.338,0.005,100,303.15,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
0.417,0.005,100,308.15,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
0.503,0.005,100,313.15,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
0.59,0.005,100,318.15,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
0.687,0.005,100,323.15,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
0.774,0.005,100,293.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.915,0.005,100,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.057,0.005,100,303.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.198,0.005,100,308.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.352,0.005,100,313.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.514,0.005,100,318.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.749,0.005,100,323.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.178,0.005,100,293.15,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide"
0.23,0.005,100,298.15,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide"
0.289,0.005,100,303.15,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide"
0.351,0.005,100,308.15,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide"
0.426,0.005,100,313.15,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide"
0.51,0.005,100,318.15,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide"
0.599,0.005,100,323.15,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide"
0.176,0.005,100,293.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.221,0.005,100,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.273,0.005,100,303.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.33,0.005,100,308.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.398,0.005,100,313.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.467,0.005,100,318.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.553,0.005,100,323.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.106,0.005,100,293.15,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.136,0.005,100,298.15,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.17,0.005,100,303.15,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.207,0.005,100,308.15,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.254,0.005,100,313.15,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.307,0.005,100,318.15,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.361,0.005,100,323.15,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.355,,100,293.15,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.435,,100,298.15,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.521,,100,303.15,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.611,,100,308.15,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.71,,100,313.15,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.813,,100,318.15,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.923,,100,323.15,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.00318,,101,303,1-hexyl-3-methylimidazolium chloride
0.00531,,101,308,1-hexyl-3-methylimidazolium chloride
0.00852,,101,313,1-hexyl-3-methylimidazolium chloride
0.0133,,101,318,1-hexyl-3-methylimidazolium chloride
0.0202,,101,323,1-hexyl-3-methylimidazolium chloride
0.0295,,101,328,1-hexyl-3-methylimidazolium chloride
0.0423,,101,333,1-hexyl-3-methylimidazolium chloride
0.0747,,101,303,1-hexyl-3-methylimidazolium hexafluorophosphate
0.0993,,101,308,1-hexyl-3-methylimidazolium hexafluorophosphate
0.13,,101,313,1-hexyl-3-methylimidazolium hexafluorophosphate
0.166,,101,318,1-hexyl-3-methylimidazolium hexafluorophosphate
0.21,,101,323,1-hexyl-3-methylimidazolium hexafluorophosphate
0.26,,101,328,1-hexyl-3-methylimidazolium hexafluorophosphate
0.319,,101,333,1-hexyl-3-methylimidazolium hexafluorophosphate
0.16,,101,303,1-hexyl-3-methylimidazolium tetrafluoroborate
0.205,,101,308,1-hexyl-3-methylimidazolium tetrafluoroborate
0.259,,101,313,1-hexyl-3-methylimidazolium tetrafluoroborate
0.322,,101,318,1-hexyl-3-methylimidazolium tetrafluoroborate
0.397,,101,323,1-hexyl-3-methylimidazolium tetrafluoroborate
0.481,,101,328,1-hexyl-3-methylimidazolium tetrafluoroborate
0.576,,101,333,1-hexyl-3-methylimidazolium tetrafluoroborate
0.00213,,101,303,1-methyl-3-octylimidazolium chloride
0.00353,,101,308,1-methyl-3-octylimidazolium chloride
0.00562,,101,313,1-methyl-3-octylimidazolium chloride
0.00861,,101,318,1-methyl-3-octylimidazolium chloride
0.0129,,101,323,1-methyl-3-octylimidazolium chloride
0.0187,,101,328,1-methyl-3-octylimidazolium chloride
0.0266,,101,333,1-methyl-3-octylimidazolium chloride
0.0817,,101,303,1-methyl-3-octylimidazolium tetrafluoroborate
0.107,,101,308,1-methyl-3-octylimidazolium tetrafluoroborate
0.137,,101,313,1-methyl-3-octylimidazolium tetrafluoroborate
0.172,,101,318,1-methyl-3-octylimidazolium tetrafluoroborate
0.215,,101,323,1-methyl-3-octylimidazolium tetrafluoroborate
0.263,,101,328,1-methyl-3-octylimidazolium tetrafluoroborate
0.322,,101,333,1-methyl-3-octylimidazolium tetrafluoroborate
0.0073,,101.325,298.15,tetrabutylphosphonium L-prolinate
0.01,,101.325,303.15,tetrabutylphosphonium L-prolinate
0.02,,101.325,313.15,tetrabutylphosphonium L-prolinate
0.035,,101.325,323.15,tetrabutylphosphonium L-prolinate
0.058,,101.325,333.15,tetrabutylphosphonium L-prolinate
0.091,,101.325,343.15,tetrabutylphosphonium L-prolinate
0.134,,101.325,353.15,tetrabutylphosphonium L-prolinate
0.194,,101.325,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
0.339,,101.325,308.15,1-butyl-3-methylimidazolium tetrafluoroborate
0.53,,101.325,318.15,1-butyl-3-methylimidazolium tetrafluoroborate
0.779,,101.325,328.15,1-butyl-3-methylimidazolium tetrafluoroborate
1.07,,101.325,333.15,1-butyl-3-methylimidazolium tetrafluoroborate
1.27,,101.325,343.15,1-butyl-3-methylimidazolium tetrafluoroborate
1.66,,101.325,353.15,1-butyl-3-methylimidazolium tetrafluoroborate
0.209,,101.325,298.15,1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide
0.241,,101.325,303.15,1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide
0.287,,101.325,313.15,1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide
0.325,,101.325,323.15,1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide
0.396,,101.325,333.15,1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide
0.489,,101.325,343.15,1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide
0.599,,101.325,353.15,1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide
0.065,,101.325,298.15,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
0.079,,101.325,303.15,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
0.108,,101.325,313.15,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
0.136,,101.325,323.15,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
0.17,,101.325,333.15,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
0.257,,101.325,343.15,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
0.334,,101.325,353.15,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
0.248,,101.325,298.15,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.281,,101.325,303.15,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.325,,101.325,313.15,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.358,,101.325,323.15,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.414,,101.325,333.15,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.519,,101.325,343.15,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.634,,101.325,353.15,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.345,,101.325,298.15,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide
0.402,,101.325,303.15,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide
0.48,,101.325,313.15,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide
0.534,,101.325,323.15,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide
0.59,,101.325,333.15,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide
0.648,,101.325,343.15,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide
0.699,,101.325,353.15,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide
0.288,,101.325,298.15,"N-ethyl-N,N-dimethyl-2- methoxyethylammonium bis(trifluoromethylsulfonyl)imide"
0.315,,101.325,303.15,"N-ethyl-N,N-dimethyl-2- methoxyethylammonium bis(trifluoromethylsulfonyl)imide"
0.357,,101.325,313.15,"N-ethyl-N,N-dimethyl-2- methoxyethylammonium bis(trifluoromethylsulfonyl)imide"
0.395,,101.325,323.15,"N-ethyl-N,N-dimethyl-2- methoxyethylammonium bis(trifluoromethylsulfonyl)imide"
0.465,,101.325,333.15,"N-ethyl-N,N-dimethyl-2- methoxyethylammonium bis(trifluoromethylsulfonyl)imide"
0.551,,101.325,343.15,"N-ethyl-N,N-dimethyl-2- methoxyethylammonium bis(trifluoromethylsulfonyl)imide"
0.633,,101.325,353.15,"N-ethyl-N,N-dimethyl-2- methoxyethylammonium bis(trifluoromethylsulfonyl)imide"
0.0372,,101.325,293.15,1-butyl-3-ethylimidazolium bromide
0.0502,,101.325,298.15,1-butyl-3-ethylimidazolium bromide
0.0696,,101.325,303.15,1-butyl-3-ethylimidazolium bromide
0.1047,,101.325,308.15,1-butyl-3-ethylimidazolium bromide
0.1459,,101.325,313.15,1-butyl-3-ethylimidazolium bromide
0.1951,,101.325,318.15,1-butyl-3-ethylimidazolium bromide
0.2635,,101.325,323.15,1-butyl-3-ethylimidazolium bromide
0.01375,,101.325,293.15,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
0.0219,,101.325,298.15,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
0.0327,,101.325,303.15,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
0.0455,,101.325,308.15,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
0.0647,,101.325,313.15,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
0.0897,,101.325,318.15,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
0.1094,,101.325,323.15,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
0.389,,101.325,293.15,1-butyl-3-methylimidazolium tetrafluoroborate
0.483,,101.325,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
0.599,,101.325,303.15,1-butyl-3-methylimidazolium tetrafluoroborate
0.712,,101.325,308.15,1-butyl-3-methylimidazolium tetrafluoroborate
0.845,,101.325,313.15,1-butyl-3-methylimidazolium tetrafluoroborate
0.969,,101.325,318.15,1-butyl-3-methylimidazolium tetrafluoroborate
1.1,,101.325,323.15,1-butyl-3-methylimidazolium tetrafluoroborate
0.1368,,101.325,293.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.183,,101.325,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.224,,101.325,303.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.267,,101.325,308.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.314,,101.325,313.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.384,,101.325,318.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.459,,101.325,323.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.854,,101.325,293.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.947,,101.325,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.068,,101.325,303.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.192,,101.325,308.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.329,,101.325,313.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.484,,101.325,318.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.643,,101.325,323.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.164,,101.325,298.15,1-butyl-3-pentylimidazolium bis((trifluoromethyl)sulfonyl)imide
0.205,,101.325,303.16,1-butyl-3-pentylimidazolium bis((trifluoromethyl)sulfonyl)imide
0.303,,101.325,313.15,1-butyl-3-pentylimidazolium bis((trifluoromethyl)sulfonyl)imide
0.427,,101.325,323.15,1-butyl-3-pentylimidazolium bis((trifluoromethyl)sulfonyl)imide
0.58,,101.325,333.15,1-butyl-3-pentylimidazolium bis((trifluoromethyl)sulfonyl)imide
0.757,,101.325,343.15,1-butyl-3-pentylimidazolium bis((trifluoromethyl)sulfonyl)imide
0.96,,101.325,353.16,1-butyl-3-pentylimidazolium bis((trifluoromethyl)sulfonyl)imide
0.197,,101.325,298.15,1-cyclopentyl-3-butylimidazolium bis((trifluoromethyl)sulfonyl)imide
0.246,,101.325,303.16,1-cyclopentyl-3-butylimidazolium bis((trifluoromethyl)sulfonyl)imide
0.361,,101.325,313.15,1-cyclopentyl-3-butylimidazolium bis((trifluoromethyl)sulfonyl)imide
0.504,,101.325,323.15,1-cyclopentyl-3-butylimidazolium bis((trifluoromethyl)sulfonyl)imide
0.668,,101.325,333.15,1-cyclopentyl-3-butylimidazolium bis((trifluoromethyl)sulfonyl)imide
0.878,,101.325,343.15,1-cyclopentyl-3-butylimidazolium bis((trifluoromethyl)sulfonyl)imide
1.113,,101.325,353.15,1-cyclopentyl-3-butylimidazolium bis((trifluoromethyl)sulfonyl)imide
0.145,,101.325,298.15,1-butyl-3-isopentylimidazolium bis((trifluoromethyl)sulfonyl)amide
0.182,,101.325,303.16,1-butyl-3-isopentylimidazolium bis((trifluoromethyl)sulfonyl)amide
0.273,,101.325,313.15,1-butyl-3-isopentylimidazolium bis((trifluoromethyl)sulfonyl)amide
0.389,,101.325,323.15,1-butyl-3-isopentylimidazolium bis((trifluoromethyl)sulfonyl)amide
0.529,,101.325,333.15,1-butyl-3-isopentylimidazolium bis((trifluoromethyl)sulfonyl)amide
0.694,,101.325,343.15,1-butyl-3-isopentylimidazolium bis((trifluoromethyl)sulfonyl)amide
0.883,,101.325,353.16,1-butyl-3-isopentylimidazolium bis((trifluoromethyl)sulfonyl)amide
0.901,,101.325,303,"N,N-dimethylpropan-1-aminium trifluoromethanesulfonate"
1.57,,101.325,323,"N,N-dimethylpropan-1-aminium trifluoromethanesulfonate"
